id,name,lastname,email,sex,longitude,latitude,rut,strength,dextery,knowledge,motivation,leadership
664,Silvia,Robberecht,srobberechtif@smugmug.com,Female,-71.9237035321032,-43.2052387730365,11147747-7,2,6,2,7,9
665,Dacia,Fobidge,dfobidgeig@bing.com,Female,-71.9571501870936,-43.1693337490593,11067173-3,10,7,3,2,1
666,Rhona,Barbosa,rbarbosaih@ifeng.com,Female,-72.1095261108553,-43.0700743536615,11014551-9,8,9,3,10,3
667,Brook,Stilly,bstillyii@oakley.com,Female,-72.3073508080536,-42.3284863931944,11012819-3,1,9,7,9,4
668,Bonny,Benoey,bbenoeyij@ucsd.edu,Female,-72.3740019177016,-42.3152362552934,11006260-5,5,3,9,6,3
669,Quentin,Balling,qballingik@sun.com,Male,-72.7315706518863,-41.9188649206151,11003820-8,6,5,9,3,10
670,Lamont,Clover,lcloveril@people.com.cn,Male,-72.2113739996128,-43.4903792931049,10997960-0,2,10,3,7,5
671,Nikos,Oyley,noyleyim@fotki.com,Male,-72.0598390650479,-43.6008495787398,10972957-4,2,3,4,1,1
672,Gipsy,Tettley,gtettleyin@msu.edu,Female,-72.1729841097716,-43.3804892493786,10884690-9,5,2,7,9,10
673,Meridith,Grace,mgraceio@ft.com,Female,-71.927277741655,-45.1064027557052,10839990-2,3,3,4,8,8
674,Adey,Aitchison,aaitchisonip@bandcamp.com,Female,-72.1264891463052,-44.996404813372,10819386-7,8,2,3,5,9
675,Nancie,Dennistoun,ndennistouniq@simplemachines.org,Female,-71.9917217818752,-45.9669498860699,10776390-2,9,5,10,7,2
676,Vidovik,Sellan,vsellanir@sciencedirect.com,Male,-72.180764715215,-44.6937442743008,10763624-2,3,2,9,2,10
677,Arlyne,Derwin,aderwinis@indiegogo.com,Female,-71.578316587006,-44.5382016677004,10711674-5,9,1,9,3,4
678,Vitia,Doerling,vdoerlingit@1688.com,Female,-72.070846648051,-44.5906097260043,10704211-3,3,4,4,9,6
679,Lyman,Bergeon,lbergeoniu@umich.edu,Male,-74.4600040545033,-45.9829242331563,10697215-k,2,4,1,10,10
680,Fredek,Haggerwood,fhaggerwoodiv@cnn.com,Male,-74.3051965026468,-46.310944262568,10627369-3,8,6,1,3,4
681,Whittaker,Benge,wbengeiw@aol.com,Male,-73.3100184540611,-45.9251778658358,10623664-k,10,6,8,10,9
682,Thorn,Denty,tdentyix@npr.org,Male,-72.6065996765691,-44.0538960122374,10604888-6,2,6,2,6,3
683,Morgana,Dennant,mdennantiy@diigo.com,Female,-72.5720109968621,-45.0007639001883,10568712-5,7,2,8,4,3
684,Stephie,Yakutin,syakutiniz@foxnews.com,Female,-72.3911882494833,-43.8367202675373,10361627-1,4,3,7,7,8
685,Claudianus,Eddington,ceddingtonj0@msn.com,Male,-73.7011793800448,-43.9894254173412,10358056-0,8,3,4,6,1
686,Jamill,Kroger,jkrogerj1@yolasite.com,Male,-73.611280455759,-44.0845649045212,10348927-k,1,9,4,6,9
687,Carline,Varfalameev,cvarfalameevj2@mayoclinic.com,Female,-73.9298751211559,-43.8937193559082,10348320-4,2,8,4,2,5
688,Valeda,de Almeida,vdealmeidaj3@phoca.cz,Female,-72.2490049651455,-46.9525614573786,10301907-9,8,5,2,4,9
689,Laurene,Clemente,lclementej4@newyorker.com,Female,-73.2625951262334,-47.1467907450872,10301198-1,4,4,7,3,5
690,Lexine,McJerrow,lmcjerrowj5@ucsd.edu,Female,-72.8572961959415,-47.6007942606126,10252781-k,4,7,8,4,9
691,Teena,Mantram,tmantramj6@state.tx.us,Female,-73.0642343761639,-48.4116210791684,10241664-3,5,1,6,9,6
692,Doralyn,Biggans,dbiggansj7@loc.gov,Female,-73.1138980983113,-48.3080315345782,10185041-2,5,8,8,9,1
693,Garry,Dumper,gdumperj8@umich.edu,Male,-73.0045692914972,-48.3313351243587,10145160-7,9,2,1,6,9
694,Jamesy,Kuhnt,jkuhntj9@ycombinator.com,Male,-74.4607839701062,-48.3262435770198,10111717-0,8,1,4,1,5
695,Clair,Hardey,chardeyja@arstechnica.com,Male,-73.8478760914895,-47.7525114855229,10110223-8,7,7,1,8,5
696,Marleen,Leonardi,mleonardijb@virginia.edu,Female,-74.7694223347205,-48.032185268005,10103805-k,3,7,2,8,2
697,Athena,Vlahos,avlahosjc@biblegateway.com,Female,-73.3097038555692,-46.7603466209491,10103185-3,3,10,3,1,6
698,Gasper,Tustin,gtustinjd@blog.com,Male,-73.2008078483256,-46.9487453946466,10094349-2,9,4,1,7,8
699,Alberto,Canceller,acancellerje@storify.com,Male,-72.1183732516461,-46.6437029473649,10072803-6,2,5,7,3,6
700,Malchy,Beckinsale,mbeckinsalejf@china.com.cn,Male,-72.976541008709,-46.2030288799207,10040933-k,8,5,6,8,5
